tier	match	us	file	line	zone	context
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9037	comment	// ACA FPL caps, off by default. Four ticks and ONE label: at today's figures the 200% and 40
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9038	comment	units apart on a 448-unit axis, which is enough to see four ticks and
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9089	comment	// Scale along the TOP edge: ticks above the line, line above the first row.
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9090	code	const ticks = [0, 0.25, 0.5, 0.75, 1].map(f => f * maxX);
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9092	code	for (const t of ticks) axis += `<text x="${x(t).toFixed(1)}" y="${TICK_
I	TICK	check / checked / unchecked (a box) - vet: chart "ticks" are fine	optimizer_ui.js	9092	code	onst t of ticks) axis += `<text x="${x(t).toFixed(1)}" y="${TICK_Y}" font-size="10" fill="#777" text-anchor="middl
I	way round	way around	optimizer_ui.js	1671	comment	user's own plan - so this adds it with the switch the other way round. Ranked with
V	$1M	$xM / $xB	optimizer_ui.js	886	comment	ng 2026 against $1,046,082 starting 2030 for the same typed $1M, where four
V	$1.26M	$xM / $xB	optimizer_ui.js	887	comment	// years at 6% would be about $1.26M.
V	$3.3M	$xM / $xB	optimizer_ui.js	1739	comment	// 10 of 12 candidates rescued on a $3.3M-IRA scenario, 5 at a 45% future rate, 0 on the
V	$4M	$xM / $xB	optimizer_ui.js	6677	comment	// $4M IRA left to a survivor throws off an RMD of $455,
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_ui.js	258	comment	// the rule written just above. It sat behind the knob only while it was being proven ou
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_ui.js	1210	comment	taxes, spendable) and were never re-rendered here, so they sat on a fixed basis while
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_ui.js	3079	comment	// sat under the header to its left and the last column
V	sat	"was sat" (UK) -> sitting / sits (vet)	optimizer_ui.js	5711	comment	// and the other two are that same spending if wealth sat on a rail - which is why the raise one
S	recognisable	recognizable	optimizer_ui.js	2531	comment	rry the pinned rows' markers into this table so a winner is recognisable as
S	Normalising	Normalizing	optimizer_ui.js	7519	comment	ever. Import could manufacture entries Load would not open. Normalising on the
S	normalise	normalize	optimizer_ui.js	7920	comment	ame to be able to store entries Load would refuse. Both now normalise, then preview, then commit.
S	unsanitised	unsanitized	optimizer_ui.js	8325	comment	// `${name}.json` was unsanitised, and the blank-name fallback is a timestamp conta
S	Normalise	Normalize	optimizer_ui.js	8360	comment	// Normalise FIRST. The old test was `if (raw.version && ...)`
V	$1M	$xM / $xB	plans/README.md	62	doc	a taxable brokerage account. | conversion sizing at scale - $1M of IRA is spent down rather than converted | 33/3
V	$4.2M	$xM / $xB	plans/README.md	63	doc	e-ira`](high-spend-large-ira.js) | A California couple with $4.2M of IRA and $240k of annual spending. | low-bracke
V	$4.2M	$xM / $xB	plans/README.md	64	doc	ra-heavy-couple-overreaching.js) | A California couple with $4.2M of IRA who spend $292k a year and run out of mone
V	$3M	$xM / $xB	plans/README.md	71	doc	zon`](single-filer-long-horizon.js) | A single filer with a $3M IRA and thirty funded years ahead. | the widow pe
V	$2.6M	$xM / $xB	plans/README.md	74	doc	whose wealth is mostly already taxed: $700k of IRA against $2.6M of brokerage. | conversion sizing at scale - the
V	$3.44M	$xM / $xB	plans/age-gap-ira-heavy-ca.js	42	string	"a household that must spend its IRA down - $3.44M against a declining $220k spend leaves a large te
V	$1M	$xM / $xB	plans/brokerage-heavy-couple.js	31	string	"conversion sizing at scale - $1M of IRA is spent down rather than converted",
V	$4.2M	$xM / $xB	plans/high-spend-large-ira.js	5	comment	* A California couple with $4.2M of IRA and $240k of annual spending.
V	$4.2M	$xM / $xB	plans/high-spend-large-ira.js	25	string	summary: "A California couple with $4.2M of IRA and $240k of annual spending.",
V	$4.2M	$xM / $xB	plans/ira-heavy-couple-overreaching.js	5	comment	* A California couple with $4.2M of IRA who spend $292k a year and run out of mone
V	$4.2M	$xM / $xB	plans/ira-heavy-couple-overreaching.js	25	string	summary: "A California couple with $4.2M of IRA who spend $292k a year and run out of mone
V	$1.4M	$xM / $xB	plans/ira-heavy-couple.js	27	string	"the ordinary case for conversion work: $1.4M of IRA against $220k of everything else, so the I
V	$2.5M	$xM / $xB	plans/mixed-portfolio-couple.js	27	string	, which need a brokerage worth drawing: $900k of it against $2.5M of IRA",
V	$3M	$xM / $xB	plans/single-filer-long-horizon.js	5	comment	* A single filer with a $3M IRA and thirty funded years ahead.
V	$3M	$xM / $xB	plans/single-filer-long-horizon.js	25	string	summary: "A single filer with a $3M IRA and thirty funded years ahead.",
V	$2.6M	$xM / $xB	plans/taxable-heavy-new-york.js	5	comment	whose wealth is mostly already taxed: $700k of IRA against $2.6M of brokerage.
V	$2.6M	$xM / $xB	plans/taxable-heavy-new-york.js	25	string	whose wealth is mostly already taxed: $700k of IRA against $2.6M of brokerage.",
V	$1.87M	$xM / $xB	research/BETR_RELIABILITY.md	117	doc	is **+$1.87M at a 0% heirs rate**.
V	$4.8M	$xM / $xB	research/CONVERSION_FRONTIER.md	51	doc	gains $4.8M of Roth, 32.74 to 1 - five to thirteen times bett
V	$2.6M	$xM / $xB	research/CONVERSION_FRONTIER.md	57	doc	against $2.6M of brokerage there is little to convert and littl
V	$4.8M	$xM / $xB	research/CONVERSION_FRONTIER.md	112	doc	conversions raise net worth on H2-longwidow (+$95,632 and +$4.8M of
V	$6.5M	$xM / $xB	research/CONVERSION_FRONTIER.md	134	doc	- H3's board carries a lifetime spend gap of $8,619 on $6.5M, larger than the other four. Small
V	$3.7M	$xM / $xB	research/CONVERSION_STOP_YEAR.md	14	doc	, lifetime conversions range over 4.5x and ending Roth over $3.7M.
V	$3.7M	$xM / $xB	research/CONVERSION_STOP_YEAR.md	173	doc	**4.5x in lifetime conversions and $3.7M in ending Roth**, across answers separated by a 1
V	$3.79M	$xM / $xB	research/CONVERSION_STOP_YEAR.md	199	doc	7.32pp on $3.79M of IRA is **$277,192 of pure valuation difference
V	$7.0M	$xM / $xB	research/CONVERSION_VALUE.md	58	doc	l**: largest gap across every arm and baseline is **$4** on $7.0M of lifetime
V	$4.41M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	29	doc	| **CANON** | the reference household. CA, married, $4.41M, 25 years, 2-year widowhood | the reference row,
V	$2.41M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	30	doc	| **H1-single** | single filer, CA, $2.41M, 29 years, **no survivor transition at all** | fi
V	$3.62M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	31	doc	| **H2-longwidow** | 13-year age gap, TX, $3.62M, 38 years, **24-year widowhood** | the widow axis
V	$3.68M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	32	doc	| **H3-IRAlight** | NY, married, $3.68M, 27 years, **$700k IRA against $2.6M brokerage**
V	$2.6M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	32	doc	ight** | NY, married, $3.68M, 27 years, **$700k IRA against $2.6M brokerage** | the IRA-to-taxable ratio, reversed
V	$1.62M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	33	doc	| **H4-tight** | CA, married, **$1.62M**, 29 years, little surplus over need | the surpl
V	$2.6M	$xM / $xB	research/CONVERSION_VALUE_HOUSEHOLDS.md	112	doc	othing at all.** Not less - zero. With $700k of IRA against $2.6M of brokerage, the
S	labelled	labeled / labeling	research/OPTIMIZER_RANK_STABILITY.md	217	doc	2. **Order in two labelled groups** (`P100b3b`): evaluated rows by conversio
S	labelled	labeled / labeling	research/OPTIMIZER_RANK_STABILITY.md	218	doc	rest **by net wealth, labelled as such**.
S	labelled	labeled / labeling	research/OPTIMIZER_RANK_STABILITY.md	222	doc	aded *effectiveness* - a new lie replacing the old one. Two labelled groups
V	$2.28M	$xM / $xB	research/OPTIMIZER_RANK_STABILITY.md	220	doc	blended number is rejected.** Conversion savings top out at $2.28M on this scenario while
V	$10M	$xM / $xB	research/OPTIMIZER_RANK_STABILITY.md	221	doc	net wealth runs ~$10M; a naive blend sorts by scale, and "rank 40" woul
S	neighbour	neighbor	research/PERFECT_FORESIGHT_ORACLE.md	935	doc	its neighbour keeps a median 51% of the gain, but it went NEGAT
S	labelled	labeled / labeling	research/PERFECT_FORESIGHT_ORACLE.md	22	doc	The old tables are kept for the record and are labelled where they are superseded.
V	$2.1M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	446	doc	ACCUMULATES, so this multiplies LIFETIME spend - about $2.1M against $5.9M of terminal wealth on the
V	$5.9M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	446	doc	ES, so this multiplies LIFETIME spend - about $2.1M against $5.9M of terminal wealth on the
V	$1.16M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	941	doc	t a family state a fixed account-weight vector, worth $140k-$1.16M and the
V	$1.078M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1054	doc	**The headline the old file carried - "+$1.078M left on the table by conversion timing" - is
V	$6.56M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1127	doc	ands. But `P103d`'s bake-off (GK's draw beaten in 24 of 30, $6.56M) and `P103e`'s Monte Carlo
V	$1.62M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1154	doc	| defaults | $1.62M | 86.4% | 4.3% | 6.2% | 50% | $64.8k - $129.6k |
V	$4.86M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1155	doc	| defaults3x | $4.86M | 86.4% | 4.3% | 6.2% | 50% | $194.4k - $388.8k |
V	$3.90M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1156	doc	| round1 | $3.90M | 64.1% | 9.0% | 23.1% | 55.6% | $156k - $312k |
V	$4.35M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1157	doc	| thirds | $4.35M | 32.2% | 32.2% | 32.2% | 50% | $174k - $348k |
V	$4.55M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1158	doc	| brokheavy | $4.55M | 22.0% | 13.2% | 61.5% | 42.9% | $182k - $364k |
V	$1.62M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1160	doc	So: totals **$1.62M - $4.86M**, IRA share 22-86%, Brokerage share 6-6
V	$4.86M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1160	doc	So: totals **$1.62M - $4.86M**, IRA share 22-86%, Brokerage share 6-62%, annua
V	$1.6M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1163	doc	untested below $1.6M and above $4.9M, where bracket-absolute effects (
V	$4.9M	$xM / $xB	research/PERFECT_FORESIGHT_ORACLE.md	1163	doc	untested below $1.6M and above $4.9M, where bracket-absolute effects (IRMAA cliffs, 0%
V	$2.45M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	35	doc	(10th-percentile lifetime real spending) is $2.45M to $2.56M for every risk-based set.
V	$2.56M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	35	doc	(10th-percentile lifetime real spending) is $2.45M to $2.56M for every risk-based set.
V	$1.48M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	134	doc	s the same way: on `soft-cap-underfunded` GK-style delivers $1.48M in the first
V	$1.23M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	135	doc	ten years, Normal $1.23M, More Risk $1.45M, Custom $1.41M, against a $1.53
V	$1.45M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	135	doc	ten years, Normal $1.23M, More Risk $1.45M, Custom $1.41M, against a $1.53M shape.
V	$1.41M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	135	doc	ten years, Normal $1.23M, More Risk $1.45M, Custom $1.41M, against a $1.53M shape.
V	$1.53M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	135	doc	, Normal $1.23M, More Risk $1.45M, Custom $1.41M, against a $1.53M shape.
V	$5.42M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	140	doc	isk-based set beats GK-style on it where the plan is sound: $5.42M to $5.53M
V	$5.53M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	140	doc	set beats GK-style on it where the plan is sound: $5.42M to $5.53M
V	$5.27M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	141	doc	against $5.27M on `mixed-portfolio-couple`, $2.53M to $2.62M aga
V	$2.53M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	141	doc	against $5.27M on `mixed-portfolio-couple`, $2.53M to $2.62M against $2.31M on
V	$2.62M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	141	doc	against $5.27M on `mixed-portfolio-couple`, $2.53M to $2.62M against $2.31M on
V	$2.31M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	141	doc	5.27M on `mixed-portfolio-couple`, $2.53M to $2.62M against $2.31M on
V	$4.79M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	142	doc	`modest-balances-little-surplus`, $4.79M to $4.96M against $3.75M on `long-widowhood`. On
V	$4.96M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	142	doc	`modest-balances-little-surplus`, $4.79M to $4.96M against $3.75M on `long-widowhood`. On
V	$3.75M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	142	doc	`modest-balances-little-surplus`, $4.79M to $4.96M against $3.75M on `long-widowhood`. On
V	$2.59M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	143	doc	`soft-cap-underfunded` GK-style's p10 ($2.59M) sits above the risk-based sets ($2.45M to $2.56M
V	$2.45M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	143	doc	ed` GK-style's p10 ($2.59M) sits above the risk-based sets ($2.45M to $2.56M)
V	$2.56M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	143	doc	le's p10 ($2.59M) sits above the risk-based sets ($2.45M to $2.56M)
V	$2.6M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	146	doc	, and it ends with the most wealth on the sound households: $2.6M to $18.0M against
V	$18.0M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	146	doc	ends with the most wealth on the sound households: $2.6M to $18.0M against
V	$2.0M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	147	doc	$2.0M to $15.4M.
V	$15.4M	$xM / $xB	research/RBG_RULE_THRESHOLDS.md	147	doc	$2.0M to $15.4M.
S	labelling	labeled / labeling	research/RBG_RULE_VALIDATION.md	127	doc	which the cheap rule stops labelling once its ratio is inside the rails and the exact
S	labelling	labeled / labeling	research/RBG_RULE_VALIDATION.md	128	doc	labelling while its chance stays at the raise rail - a labe
V	$1.4M	$xM / $xB	research/RBG_RULE_VALIDATION.md	140	doc	raises spending on `bracket-filler-texas` to $1.4M to $1.9M a year by the 2050s against a $290,000
V	$1.9M	$xM / $xB	research/RBG_RULE_VALIDATION.md	140	doc	raises spending on `bracket-filler-texas` to $1.4M to $1.9M a year by the 2050s against a $290,000
V	$12.6M	$xM / $xB	research/RBG_RULE_VALIDATION.md	141	doc	shape, and on `long-widowhood` to lifetime real spending of $12.6M to $19.2M against $5.7M. Out
V	$19.2M	$xM / $xB	research/RBG_RULE_VALIDATION.md	141	doc	on `long-widowhood` to lifetime real spending of $12.6M to $19.2M against $5.7M. Out
V	$5.7M	$xM / $xB	research/RBG_RULE_VALIDATION.md	141	doc	hood` to lifetime real spending of $12.6M to $19.2M against $5.7M. Out
S	labelled	labeled / labeling	research/README.md	43	doc	effectiveness for evaluated rows, net wealth for the rest, labelled - not a blended score, which would sort by scale
V	$2.5M	$xM / $xB	research/README.md	22	doc	okerage the conversions are DOMINANT (+$484k net worth AND +$2.5M Roth), against never withdrawing at all they cost
V	$3.7M	$xM / $xB	research/README.md	25	doc	and those years differ by 4.5x in lifetime conversions and $3.7M in ending Roth, costing 1.3% to 4.6% of net worth
S	modelling	modeled / modeling	research/RISK_BASED_GUARDRAILS.md	575	doc	modelling, and it changes which rule looks better.
V	afterwards	afterward	research/RISK_BASED_GUARDRAILS.md	236	doc	the same probability of success *is* the normalization, so afterwards they all sit
V	afterwards	afterward	research/RISK_BASED_GUARDRAILS.md	315	doc	afterwards, so this is the first **divergence**, not a simul
V	afterwards	afterward	research/RISK_BASED_GUARDRAILS.md	539	doc	document arrived afterwards and carries two parameter sets, neither of them t
I	way round	way around	research/RISK_BASED_GUARDRAILS.md	144	doc	This was predicted the other way round (`G-P1`), and the prediction was wrong. The artic
V	24 November	Month D, YYYY	research/RISK_BASED_GUARDRAILS.md	48	doc	Guardrails To Project Sustainable Cash Flows"*, Kitces.com, 24 November 2021. Two claims matter
V	stood	"was stood" (UK) -> standing (vet)	research/RISK_BASED_GUARDRAILS.md	248	doc	Four divergences, measured on the rule as it stood on 2026-09-15. The first one decides sections 2
S	centres	center	research/RISK_BASED_RAILS_PRECISION.md	188	doc	Demanding c = q x (N + 1) survivors instead of q x N centres the answer on q at every path count
S	behaviour	behavior	retirement_optimizer.html	1788	comment	// Attach dollar-input behaviour before captureDefaults/loadFromURL so that
S	labelled	labeled / labeling	retirement_optimizer.html	1184	markup	<strong>The Guardrails switch is now labelled GK-style.</strong>
S	Enrolment	enroll / enrollment	retirement_optimizer.html	643	comment	behavior so no saved plan or shared link moves. Enrolment is per person because a
S	grey	gray	retirement_optimizer.html	38	comment	// Prefers borderColor; falls back to backgroundColor; grey if both transparent.
S	greys	gray	retirement_optimizer.html	401	markup	d do not use it, with or without Guardrails, and this field greys out when one of those is selected."><span style="
S	greys	gray	retirement_optimizer.html	1285	markup	</i> and <i>Ordered</i> do not use it at all, and the field greys out when one of them is selected.
V	afterwards	afterward	retirement_optimizer.html	908	comment	ive one is visible before it is paid rather than discovered afterwards. -->
I	untick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	retirement_optimizer.html	1163	markup	<li>Your settings and any page errors go with it unless you untick them: strategy, tax limit, filing status, state,
I	tick	check / checked / unchecked (a box) - vet: chart "ticks" are fine	retirement_optimizer.html	1163	markup	plan link and a screenshot of the whole page go only if you tick them, and <i>Show exactly what will be sent</i> l
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	retirement_optimizer.html	1964	comment	(feedback.js). The share link is read only when the person ticks one of the
I	way round	way around	retirement_optimizer.html	910	markup	ce: as you set it, and with the Guardrails switch the other way round. About 60 times less work than comparing every st
I	way round	way around	retirement_optimizer.html	1002	markup	setting except one: your own plan with the switch the other way round. <span id="mc-path-count-tbl"></span>
I	way round	way around	retirement_optimizer.html	1197	markup	ting, and each adds your own plan with the switch the other way round. Monte Carlo's My Plan Only runs your plan both w
I	way round	way around	retirement_optimizer.html	1309	markup	rails setting, plus your own plan with the switch the other way round, so you can see what Guardrails are worth to your
I	way round	way around	retirement_optimizer.html	1659	markup	h. One extra row is your own plan with the switch the other way round, so you can see what Guardrails are worth to your
I	way round	way around	retirement_optimizer.html	1659	markup	�️ Guardrails on / off: your plan with the switch the other way round</span>
V	sat	"was sat" (UK) -> sitting / sits (vet)	retirement_optimizer.html	533	comment	ce typed in this same section. UNGATED as of 2026-08-28: it sat behind the
V	sat	"was sat" (UK) -> sitting / sits (vet)	retirement_optimizer.html	859	comment	er on both sides, so the box could not change the figure it sat next to. It
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/AfterTaxRealGrowth.html	778	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/AfterTaxRealGrowth.html	794	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/FutureCost.html	685	code	x: { ticks: { autoSkip: false, maxRotation: 0, font: { famil
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/FutureCost.html	686	code	y: { ticks: { callback: v => '$' + Math.round(v / 1000) + 'k
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/FutureCost.html	709	code	x: { ticks: { autoSkip: true, maxTicksLimit: 16, maxRotation
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/FutureCost.html	710	code	y: { ticks: { callback: v => v.toFixed(1) + '%', font: { fam
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/HYSA.html	420	code	x: { ticks: { font: { size: 10 }, maxRotation: 45, autoSkip:
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/HYSA.html	422	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/HYSA.html	546	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/HYSA.html	555	code	ticks: {
S	neighbour	neighbor	standalone/IncomeTaxPlanner.html	550	comment	// prevFedTax === null means "no left neighbour", so no marginal rate; h is the difference width.
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	441	comment	// Label interval for x-axis ticks — more marks when zoomed in
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	586	code	ticks:{ color:'#7b83a0', font:{family:'DM Mono, monospa
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	912	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	931	code	ticks:{ color:'#7b83a0', font:{family:'DM Mono, monospa
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	939	code	ticks:{ color:'#7b83a0', font:{family:'DM Mono, monospa
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/IncomeTaxPlanner.html	947	code	ticks:{ color:'rgba(25,201,157,0.6)', font:{family:'DM
I	to hand	on hand / at hand (vet)	standalone/IncomeTaxPlanner.html	1442	string	'income, and without a pinned column there is nothing to hand it.');
V	$1.1M	$xM / $xB	standalone/IncomeTaxPlanner.html	1580	markup	ge (default $30k–$620k; the View slider can extend it up to $1.1M). Ordinary income covers wages, IRA/401k withdraw
V	$1.1M	$xM / $xB	standalone/IncomeTaxPlanner.html	1591	markup	>Full button</strong> — resets the view back to the full $0–$1.1M range.</li>
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/RealReturns.html	777	code	ticks: {
I	ticks	check / checked / unchecked (a box) - vet: chart "ticks" are fine	standalone/RealReturns.html	790	code	ticks: {
S	labelled	labeled / labeling	taxPaymentPlanner.js	2329	comment	// a plain falsehood: a conversion-only plan was labelled "draws in December" with no draws.
S	totalling	totaled	taxPaymentPlanner.js	2903	comment	// conversion and owed seven estimated payments totalling the same $7,000. A reader working
S	grey	gray	taxPaymentPlanner.js	3003	comment	// the IRC 6654 sense, so it gets a neutral grey badge and no red border. Only a genuine
S	artefact	artifact	taxPaymentPlanner.js	2342	comment	// rounding artefact would be noise dressed as advice.
I	Belt and braces	belt and suspenders	taxPaymentPlanner.js	2208	comment	ch would otherwise offer a "Split" plan with nothing split. Belt and braces: D is only
I	FAFF	fuss	taxPaymentPlanner.js	2780	template	h += `<div style="padding:12px 16px;background:#F8FAFF;">`;
I	FAFF	fuss	taxPaymentPlanner.js	3136	template	h += `<div style="padding:12px 16px;background:#F8FAFF;">`;
V	$1M	$xM / $xB	taxPaymentPlanner.js	45	comment	*   • State-aware safe-harbor rules (MD always 110%; CA $1M threshold)
V	sat	"was sat" (UK) -> sitting / sits (vet)	taxPaymentPlanner.js	2724	comment	// sat inches from a Winner badge naming a different pla
S	maximise	maximize	taxPaymentPlanner.js	39	comment	*     latest-month draw across both IRAs to maximise tax-deferred growth
S	realises	realizes	taxPaymentPlanner.js	277	string	ide that calculation. Selling shares from a taxable account realises a ' +
S	initialised	initialized	taxPaymentPlanner.js	989	comment	// 60-day analysis initialised with zero withholding; updated after gap is known
S	minimise	minimize	taxPaymentPlanner.js	1914	comment	// "Pay now to minimise the penalty" is only true if a penalty is actuall
S	minimise	minimize	taxPaymentPlanner.js	1921	string	his installment is past due. Make a catch-up payment now to minimise underpayment penalty.')
S	minimise	minimize	taxPaymentPlanner.js	1951	string	: 'This installment is past due. Pay now to minimise the underpayment penalty.')
S	realises	realizes	taxPaymentPlanner.js	2391	comment	// realises capital gains, so the sale has to be grossed up t
S	behaviour	behavior	taxPaymentPlanner.tests.js	1494	comment	// The old behaviour took the entire conversion, which would have left
S	honoured	honor	taxPaymentPlanner.tests.js	933	string	0.604, 'the raw fraction is still honoured for legacy ?ap= links', 1e-9);
S	honour	honor	taxPaymentPlanner.tests.js	1519	template	assert(plan.strategy === 'all_quarterly', `plan ${k} should honour the forced strategy`);
S	honoured	honor	taxPaymentPlanner.tests.js	1648	string	A.summary.safeHarbor.highIncomeStated, 'an explicit flag is honoured');
S	labelled	labeled / labeling	taxPaymentPlanner.tests.js	474	string	'Both surviving plans should be labelled by what they do');
V	00 January	Month D, YYYY	taxPaymentPlanner.tests.js	1156	string	assert(cc.anyNegative, 'a $40,000 January conversion should outweigh the timing costs');
S	synthesises	synthesizes	taxPaymentPlanner.tests.js	568	comment	// Every plan in the matrix, not only the parent's. D synthesises a December tranche date
S	modelled	modeled / modeling	taxengine.js	1080	comment	// are NOT modelled, so an ACA ceiling in those states is too strict
I	can do	elliptical "do" (UK) - drop "do"	taxengine.js	1036	string	ngle year clear that deduction - which a large harvest year can do.' };
V	$1M	$xM / $xB	taxengine.js	172	comment	NJ  top 10.75%  7 brackets  statutory   SS partial  surtax >$1M
V	$1M	$xM / $xB	taxengine.js	211	comment	B (~2.971% CCPI); 13.3% = 12.3% + 1% MHSA surtax on income >$1M.
V	$1M	$xM / $xB	taxengine.js	212	comment	// MFJ brackets >$1M: $1M triggers MHSA (+1%), nominal 12.3% bracket s
V	$1M	$xM / $xB	taxengine.js	212	comment	// MFJ brackets >$1M: $1M triggers MHSA (+1%), nominal 12.3% bracket starts
V	$1M	$xM / $xB	taxengine.js	1438	comment	// are half a cent on a $40k benefit and eight cents on a $1M one. Stopping on the interval holds
S	subsidised	subsidized	taxengine.js	1073	comment	// THE YEAR LAG IS DELIBERATE. An ACA plan year is subsidised against the guideline published the
V	afterwards	afterward	taxengine.tests.js	28	comment	* duration of a run and removed again afterwards, so a page that lists TAXData's states never
